ชื่ออาหาร,จำนวน,ราคา,มูลค่า
ปลาร้าบอง,4,136,544
ซุปหน่อไม้,5,51,255
ตำไทย,3,91,273
ก้อยปลา,4,66,264
ตำไทย,5,141,705
ตำไทย,3,114,342
หมูยอ,4,33,132
ต้มแซ่บ,3,106,318
แจ่วบอง,1,38,38
ปลาร้าบอง,1,44,44
ไส้กรอกอีสาน,1,98,98
หมูยอ,4,103,412
ก้อยปลา,1,73,73
ต้มแซ่บ,5,62,310
ข้าวเหนียว,2,36,72
ไก่ย่าง,1,119,119
ซุปหน่อไม้,5,62,310
ปลาร้าบอง,2,87,174
ต้มแซ่บ,1,44,44
ตำแตง,5,75,375
ตำปู,3,100,300
ตำไทย,3,104,312
ข้าวจี่,2,30,60
ตำไทย,1,122,122
ข้าวเหนียว,4,33,132
หมูยอ,5,149,745
หมกหน่อไม้,1,59,59
ไก่ย่าง,5,47,235
แกงอ่อม,2,94,188
ปลาดุกย่าง,2,88,176
ตำไทย,5,134,670
ลาบหมู,4,128,512
ไส้กรอกอีสาน,3,62,186
แกงอ่อม,1,54,54
แกงอ่อม,2,101,202
ตำปู,2,143,286
แกงอ่อม,1,94,94
ตำไทย,2,101,202
ซุปหน่อไม้,3,71,213
ต้มแซ่บ,4,76,304
หมกหน่อไม้,3,55,165
ส้มตำ,4,60,240
ลาบหมู,1,44,44
ตำไทย,3,49,147
ข้าวจี่,3,123,369
ข้าวเหนียว,2,119,238
ส้มตำ,5,64,320
แกงอ่อม,1,132,132
น้ำตกหมู,3,89,267
ไก่ย่าง,4,32,128
ปลาร้าบอง,5,119,595
ข้าวเหนียว,3,40,120
แหนม,1,147,147
หมูยอ,1,55,55
ซุปหน่อไม้,5,60,300
ก้อยปลา,5,54,270
ปลาร้าบอง,1,49,49
หมูยอ,1,124,124
ข้าวเหนียว,1,66,66
หมูยอ,5,87,435
ข้าวเหนียว,2,89,178
ไส้กรอกอีสาน,5,56,280
ข้าวจี่,2,99,198
ลาบหมู,5,108,540
ตำไทย,2,127,254
ซุปหน่อไม้,3,84,252
ตำแตง,5,119,595
ตำปู,1,100,100
ปลาร้าบอง,3,132,396
ลาบหมู,4,50,200
ตำแตง,3,106,318
ตำไทย,5,139,695
ข้าวจี่,2,86,172
ส้มตำ,5,50,250
ตำแตง,5,66,330
ซุปหน่อไม้,3,95,285
ต้มแซ่บ,5,111,555
ปลาดุกย่าง,5,74,370
ไก่ย่าง,4,83,332
ไส้กรอกอีสาน,5,104,520
ซุปหน่อไม้,2,111,222
ไก่ย่าง,4,88,352
ไส้กรอกอีสาน,1,69,69
ปลาดุกย่าง,2,100,200
ลาบหมู,2,110,220
ลาบหมู,1,72,72
ก้อยปลา,5,142,710
หมกหน่อไม้,2,149,298
ไก่ย่าง,5,140,700
ปลาดุกย่าง,2,125,250
ต้มแซ่บ,3,102,306
ไก่ย่าง,1,54,54
แกงอ่อม,3,79,237
แกงอ่อม,2,36,72
ซุปหน่อไม้,3,49,147
แกงอ่อม,3,88,264
แกงอ่อม,4,82,328
ข้าวจี่,1,146,146
แจ่วบอง,5,36,180
แกงอ่อม,2,40,80
หมูยอ,4,48,192
ต้มแซ่บ,5,35,175
หมูยอ,5,36,180
ลาบหมู,4,37,148
ต้มแซ่บ,5,61,305
ปลาร้าบอง,2,55,110
ลาบหมู,3,63,189
ไส้กรอกอีสาน,3,109,327
แจ่วบอง,4,117,468
ข้าวเหนียว,2,143,286
ไก่ย่าง,4,103,412
ส้มตำ,5,108,540
แหนม,4,121,484
ต้มแซ่บ,4,35,140
ตำปู,2,52,104
หมกหน่อไม้,1,35,35
ตำไทย,4,67,268
แกงอ่อม,5,69,345
ตำไทย,1,33,33
ปลาร้าบอง,1,70,70
แจ่วบอง,5,34,170
ข้าวจี่,2,112,224
ข้าวจี่,4,89,356
ไก่ย่าง,2,94,188
ตำปู,1,107,107
ก้อยปลา,3,48,144
ซุปหน่อไม้,2,141,282
ปลาร้าบอง,5,30,150
ซุปหน่อไม้,4,89,356
หมกหน่อไม้,5,135,675
แกงอ่อม,2,134,268
น้ำตกหมู,5,116,580
หมูยอ,5,127,635
ส้มตำ,3,102,306
ไก่ย่าง,3,123,369
น้ำตกหมู,4,68,272
ต้มแซ่บ,2,92,184
ตำไทย,5,89,445
ปลาดุกย่าง,2,53,106
ก้อยปลา,5,61,305
ไก่ย่าง,3,117,351
ปลาดุกย่าง,3,98,294
ตำแตง,1,46,46
ตำปู,5,72,360
ลาบหมู,1,120,120
ตำปู,1,49,49
ต้มแซ่บ,3,129,387
ตำไทย,1,69,69
ปลาร้าบอง,3,62,186
ข้าวจี่,5,144,720
แหนม,5,107,535
น้ำตกหมู,2,45,90
ตำปู,4,89,356
หมกหน่อไม้,2,93,186
ส้มตำ,4,149,596
ไก่ย่าง,2,104,208
ไก่ย่าง,1,41,41
ตำแตง,1,108,108
ไก่ย่าง,2,118,236
ตำไทย,4,90,360
ตำแตง,4,70,280
แกงอ่อม,4,117,468
ข้าวจี่,1,139,139
ปลาร้าบอง,5,112,560
ต้มแซ่บ,4,149,596
ตำไทย,4,80,320
ไส้กรอกอีสาน,1,75,75
ข้าวจี่,4,77,308
ข้าวจี่,2,37,74
แจ่วบอง,2,89,178
ตำไทย,3,37,111
แกงอ่อม,5,144,720
ปลาดุกย่าง,1,91,91
ปลาร้าบอง,4,113,452
ตำปู,3,80,240
ส้มตำ,3,146,438
ตำไทย,2,128,256
ตำไทย,1,83,83
ไส้กรอกอีสาน,3,107,321
หมกหน่อไม้,5,33,165
แกงอ่อม,1,75,75
แจ่วบอง,2,59,118
ซุปหน่อไม้,3,37,111
หมกหน่อไม้,4,90,360
น้ำตกหมู,2,127,254
ปลาร้าบอง,4,59,236
ก้อยปลา,4,93,372
ไก่ย่าง,5,88,440
ก้อยปลา,2,117,234
ข้าวเหนียว,4,144,576
ก้อยปลา,5,86,430
ตำไทย,5,118,590
แกงอ่อม,1,148,148
ซุปหน่อไม้,5,107,535
ส้มตำ,2,36,72
ต้มแซ่บ,4,70,280
ไก่ย่าง,4,46,184
ไส้กรอกอีสาน,1,112,112
ซุปหน่อไม้,1,91,91
หมกหน่อไม้,4,57,228
แกงอ่อม,5,84,420
ตำปู,1,92,92
ข้าวจี่,1,98,98
หมูยอ,2,72,144
ก้อยปลา,2,88,176
ปลาร้าบอง,1,43,43
ปลาร้าบอง,3,84,252
ตำแตง,4,90,360
หมกหน่อไม้,1,111,111
ซุปหน่อไม้,2,38,76
น้ำตกหมู,1,55,55
ตำไทย,4,149,596
แกงอ่อม,2,72,144
ข้าวเหนียว,3,32,96
ปลาร้าบอง,5,141,705
ปลาดุกย่าง,4,48,192
ไส้กรอกอีสาน,4,100,400
ตำแตง,1,48,48
น้ำตกหมู,2,128,256
ไก่ย่าง,1,30,30
หมกหน่อไม้,2,120,240
หมูยอ,1,51,51
น้ำตกหมู,3,147,441
ปลาร้าบอง,5,74,370
ก้อยปลา,2,53,106
ต้มแซ่บ,2,73,146
หมกหน่อไม้,4,103,412
ปลาร้าบอง,5,89,445
ไก่ย่าง,1,118,118
หมูยอ,5,88,440
ไส้กรอกอีสาน,4,81,324
แกงอ่อม,4,42,168
ไก่ย่าง,3,72,216
ซุปหน่อไม้,5,120,600
ส้มตำ,1,94,94
หมูยอ,3,124,372
ลาบหมู,5,144,720
ก้อยปลา,2,113,226
ตำแตง,2,45,90
ปลาดุกย่าง,3,76,228
ข้าวจี่,2,90,180
ไส้กรอกอีสาน,5,145,725
ข้าวจี่,4,99,396
หมกหน่อไม้,3,61,183
ปลาร้าบอง,5,72,360
ลาบหมู,3,70,210
ส้มตำ,4,64,256
ข้าวเหนียว,4,104,416
แจ่วบอง,1,149,149
ซุปหน่อไม้,3,75,225
แจ่วบอง,2,109,218
ส้มตำ,5,60,300
ต้มแซ่บ,4,44,176
ต้มแซ่บ,5,55,275
ปลาดุกย่าง,3,146,438
ข้าวจี่,3,104,312
ข้าวเหนียว,2,35,70
หมกหน่อไม้,3,42,126
ข้าวจี่,4,143,572
ตำแตง,3,57,171
ไก่ย่าง,4,140,560
ส้มตำ,4,35,140
ซุปหน่อไม้,4,139,556
น้ำตกหมู,1,132,132
ต้มแซ่บ,1,79,79
แกงอ่อม,2,126,252
ข้าวเหนียว,2,134,268
ก้อยปลา,3,150,450
ตำไทย,3,59,177
หมูยอ,3,140,420
ซุปหน่อไม้,4,72,288
ตำไทย,4,55,220
น้ำตกหมู,4,68,272
ตำไทย,1,41,41
ลาบหมู,5,71,355
ตำไทย,4,131,524
ซุปหน่อไม้,2,117,234
ตำไทย,2,89,178
ข้าวเหนียว,2,130,260
ต้มแซ่บ,1,36,36
ปลาดุกย่าง,4,75,300
ตำไทย,2,130,260
ก้อยปลา,3,91,273
ปลาดุกย่าง,2,39,78
ก้อยปลา,4,91,364
แจ่วบอง,4,112,448
ตำแตง,1,103,103
แกงอ่อม,2,50,100
ลาบหมู,1,130,130
แหนม,2,99,198
ตำปู,3,143,429
ลาบหมู,5,102,510
ตำปู,4,122,488
ไก่ย่าง,3,138,414
หมกหน่อไม้,3,136,408
ไก่ย่าง,3,118,354
หมกหน่อไม้,4,58,232
ไก่ย่าง,2,38,76
ลาบหมู,2,124,248
ลาบหมู,1,40,40
ไส้กรอกอีสาน,1,142,142
หมูยอ,3,148,444
ส้มตำ,3,111,333
ไส้กรอกอีสาน,3,48,144
ไก่ย่าง,5,54,270
ลาบหมู,1,38,38
ซุปหน่อไม้,4,31,124
ข้าวจี่,4,119,476
ตำแตง,1,139,139
ตำไทย,3,123,369
ข้าวจี่,3,95,285
ปลาร้าบอง,3,100,300
ลาบหมู,1,31,31
ข้าวจี่,1,132,132
ต้มแซ่บ,3,67,201
ไก่ย่าง,5,66,330
ต้มแซ่บ,1,78,78
ตำไทย,1,30,30
ซุปหน่อไม้,5,99,495
หมูยอ,2,82,164
ส้มตำ,3,119,357
ลาบหมู,4,95,380
ปลาร้าบอง,3,68,204
แกงอ่อม,5,111,555
ซุปหน่อไม้,5,31,155
ตำปู,1,89,89
ปลาดุกย่าง,2,136,272
ตำปู,4,134,536
ตำแตง,1,86,86
ส้มตำ,5,97,485
ตำปู,5,56,280
ตำแตง,5,121,605
ไก่ย่าง,1,120,120
ไส้กรอกอีสาน,3,109,327
หมกหน่อไม้,5,107,535
แกงอ่อม,4,106,424
หมูยอ,4,144,576
ลาบหมู,1,147,147
ปลาดุกย่าง,5,114,570
น้ำตกหมู,2,113,226
ไก่ย่าง,5,51,255
หมกหน่อไม้,2,57,114
แกงอ่อม,1,98,98
หมูยอ,5,101,505
ตำปู,4,48,192
ไก่ย่าง,3,105,315
หมูยอ,3,132,396
ไส้กรอกอีสาน,4,53,212
ไก่ย่าง,2,47,94
ก้อยปลา,2,88,176
ลาบหมู,1,48,48
ส้มตำ,4,82,328
แจ่วบอง,1,67,67
ไก่ย่าง,1,76,76
ส้มตำ,5,41,205
ลาบหมู,4,105,420
หมูยอ,1,134,134
แจ่วบอง,2,31,62
ข้าวจี่,3,134,402
ตำปู,4,55,220
ซุปหน่อไม้,5,118,590
ปลาดุกย่าง,4,110,440
หมูยอ,1,76,76
ไส้กรอกอีสาน,5,68,340
ข้าวเหนียว,1,37,37
หมูยอ,2,145,290
แกงอ่อม,2,100,200
ต้มแซ่บ,1,125,125
ไส้กรอกอีสาน,4,51,204
ปลาร้าบอง,1,36,36
ตำปู,2,47,94
แจ่วบอง,2,71,142
ลาบหมู,1,54,54
ลาบหมู,2,63,126
น้ำตกหมู,1,116,116
ข้าวเหนียว,3,141,423
แจ่วบอง,4,69,276
ไก่ย่าง,3,106,318
ลาบหมู,4,31,124
แหนม,1,48,48
ลาบหมู,2,105,210
ตำแตง,3,127,381
ข้าวเหนียว,1,35,35
หมกหน่อไม้,1,64,64
ข้าวจี่,1,47,47
ข้าวเหนียว,3,105,315
ปลาดุกย่าง,1,150,150
ก้อยปลา,3,38,114
หมกหน่อไม้,1,126,126
ไก่ย่าง,4,132,528
ซุปหน่อไม้,5,32,160
ก้อยปลา,3,76,228
ปลาร้าบอง,2,123,246
แกงอ่อม,1,86,86
แกงอ่อม,5,86,430
ลาบหมู,1,107,107
ลาบหมู,2,101,202
แจ่วบอง,5,40,200
น้ำตกหมู,2,41,82
ต้มแซ่บ,5,108,540
ข้าวจี่,5,65,325
แกงอ่อม,3,79,237
ปลาดุกย่าง,5,128,640
ปลาดุกย่าง,2,126,252
ต้มแซ่บ,1,140,140
ส้มตำ,4,49,196
แจ่วบอง,3,110,330
ตำแตง,3,146,438
ซุปหน่อไม้,5,110,550
ข้าวจี่,4,64,256
ลาบหมู,3,145,435
ส้มตำ,3,45,135
แกงอ่อม,4,101,404
ตำแตง,2,60,120
ตำแตง,3,77,231
หมกหน่อไม้,2,51,102
ลาบหมู,5,88,440
น้ำตกหมู,4,52,208
แกงอ่อม,2,134,268
ปลาร้าบอง,1,121,121
ซุปหน่อไม้,4,91,364
ต้มแซ่บ,3,84,252
ตำแตง,5,42,210
ซุปหน่อไม้,5,94,470
ตำไทย,4,99,396
แหนม,2,31,62
ซุปหน่อไม้,5,50,250
ข้าวเหนียว,3,146,438
ข้าวจี่,2,36,72
ซุปหน่อไม้,1,99,99
ซุปหน่อไม้,3,51,153
ส้มตำ,1,117,117
ตำปู,3,107,321
แจ่วบอง,2,39,78
แหนม,1,99,99
ปลาร้าบอง,4,39,156
น้ำตกหมู,1,148,148
น้ำตกหมู,1,132,132
ก้อยปลา,5,86,430
น้ำตกหมู,5,72,360
ก้อยปลา,3,141,423
ข้าวจี่,2,106,212
ข้าวเหนียว,3,55,165
ข้าวเหนียว,4,60,240
ต้มแซ่บ,5,31,155
ซุปหน่อไม้,4,31,124
